,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
5783,2022,2,M,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1087.0,1056.0,1066.0,1078.0,542.0,550.7,557.7,669.9,0,1.0,520.0,F,F,D,D,5,E,A,D,D,C,A,B,A,B,A,B,A,B,C,A,B,C,B,C,B
5784,2022,3,M,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,0,,,G,E,D,B,4,C,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,B,A,B,B
5785,2022,2,F,1,1,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,630.2,644.0,639.2,798.6,0,1.0,920.0,G,G,E,D,4,O,D,D,D,C,A,B,B,B,B,B,B,B,C,B,B,D,B,E,B
5786,2022,3,M,1,2,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,520.1,452.6,539.1,391.2,1,1.0,560.0,E,F,C,D,3,F,A,B,C,B,A,B,A,B,A,B,A,B,B,A,A,D,A,B,B
5787,2022,3,M,1,2,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1087.0,1056.0,1066.0,1078.0,423.5,527.5,482.4,576.4,1,1.0,760.0,B,D,F,F,2,A,A,B,B,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A
5788,2022,12,M,1,3,1,2,0,2,2.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5208004,Formosa,52,GO,0,0,0,0,,,,,,,,,1,,,B,B,A,A,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
5789,2022,2,F,1,2,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,400.2,484.2,517.7,521.0,1,1.0,440.0,C,E,C,B,4,B,A,C,D,A,A,B,B,B,A,B,A,A,C,A,A,D,A,B,B
5790,2022,4,M,1,3,1,2,0,2,,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,1,,,E,E,D,D,2,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
5791,2022,2,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1088.0,1058.0,1067.0,1077.0,429.3,565.9,526.4,485.2,0,1.0,640.0,F,E,B,B,5,E,A,B,D,B,B,B,B,A,A,B,A,A,B,A,A,E,A,B,B
5792,2022,2,M,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,1.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,596.7,641.1,615.8,597.6,0,1.0,740.0,G,G,E,D,4,M,D,D,D,C,A,B,A,B,B,B,A,B,E,B,B,E,A,D,B
5793,2022,2,M,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,495.1,545.9,563.9,579.0,1,1.0,600.0,E,D,C,B,4,G,A,C,D,B,A,B,B,B,A,B,A,B,D,A,B,D,A,D,B
5794,2022,2,M,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,591.0,541.6,577.5,683.4,1,1.0,520.0,E,E,B,D,4,E,A,B,C,B,A,B,A,B,A,B,A,A,B,B,A,D,A,B,B
5795,2022,3,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5205497,Cidade Ocidental,52,GO,1,1,1,1,1088.0,1058.0,1067.0,1077.0,455.2,514.1,315.5,470.1,1,1.0,500.0,A,E,B,B,3,B,C,C,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B
5796,2022,2,F,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,1,,,E,E,D,B,3,C,A,B,C,A,B,B,B,B,A,A,A,A,B,B,A,C,A,A,B
5797,2022,3,F,1,2,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,478.6,553.1,511.6,449.2,0,1.0,580.0,E,E,C,C,8,E,A,C,C,A,A,B,B,B,A,B,A,A,C,A,B,E,B,A,B
5798,2022,2,F,1,1,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,612.1,628.3,590.7,639.5,0,1.0,900.0,G,E,E,B,5,L,A,E,D,B,A,B,B,B,B,A,A,B,B,A,A,E,A,E,B
5799,2022,2,F,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1088.0,1058.0,1067.0,1077.0,550.4,584.1,574.5,701.1,0,1.0,780.0,D,E,D,B,5,G,A,C,D,B,A,B,B,B,A,B,A,B,C,A,A,D,B,B,B
5800,2022,2,M,1,2,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1087.0,1056.0,1066.0,1078.0,535.7,491.3,522.7,435.8,1,1.0,560.0,E,E,C,B,4,H,A,B,C,B,A,B,B,B,A,B,A,A,B,B,B,D,A,A,B
5801,2022,4,M,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,456.6,487.9,396.6,462.6,1,1.0,420.0,C,E,B,C,3,E,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B
5802,2022,2,F,1,2,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1087.0,1056.0,1066.0,1078.0,487.0,550.1,590.0,595.8,1,1.0,560.0,C,E,D,B,5,F,A,C,E,B,A,B,B,B,A,B,A,B,D,A,A,E,B,B,B
5803,2022,2,M,1,1,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1087.0,1056.0,1066.0,1078.0,572.7,638.0,670.3,769.3,0,1.0,840.0,F,F,E,E,4,M,D,E,E,C,A,B,C,B,B,B,A,B,E,A,A,E,A,E,B
5804,2022,5,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,1,,,D,E,F,F,1,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
5805,2022,3,F,1,4,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,410.8,470.2,444.5,438.9,1,1.0,840.0,C,F,B,D,4,E,A,B,D,A,A,B,B,A,A,A,A,A,B,A,A,D,A,A,B
5806,2022,2,F,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,1,,,D,D,F,A,4,D,A,B,C,B,A,B,B,B,A,B,A,A,B,A,B,E,A,C,B
5807,2022,2,F,1,4,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1087.0,1056.0,1066.0,1078.0,414.0,441.9,530.1,412.4,0,1.0,500.0,H,H,D,B,5,C,A,B,D,A,A,B,B,B,A,B,A,B,B,A,B,E,B,B,B
5808,2022,2,F,1,3,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1088.0,1058.0,1067.0,1077.0,555.7,465.7,563.6,479.5,1,1.0,760.0,E,E,D,B,4,G,A,C,E,B,A,B,B,B,A,B,A,A,C,B,A,E,B,B,B
5809,2022,3,F,3,3,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1088.0,1058.0,1067.0,1077.0,472.4,569.1,521.8,580.9,1,1.0,880.0,D,D,D,D,3,C,A,B,C,C,A,B,B,B,A,B,A,A,D,A,A,D,A,B,B
5810,2022,3,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,1,,,D,E,B,A,6,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B
5811,2022,2,M,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,1,,,E,D,B,B,4,C,A,A,C,B,B,B,A,B,A,B,A,A,B,A,A,D,A,B,B
5812,2022,3,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1088.0,1058.0,1067.0,1077.0,490.3,515.0,500.6,568.2,1,1.0,560.0,E,E,B,B,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
5813,2022,3,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1088.0,1058.0,1067.0,1077.0,502.9,511.6,575.1,421.4,1,1.0,460.0,D,D,F,B,3,B,A,B,C,B,B,B,B,B,B,A,A,B,B,B,B,D,A,A,B
5814,2022,3,M,0,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,1,1,0,,1057.0,1068.0,,,518.6,517.0,,1,4.0,0.0,H,D,F,B,3,C,A,B,D,A,A,B,A,B,A,B,A,A,C,A,A,C,B,B,B
5815,2022,3,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,431.2,548.5,556.8,557.8,0,1.0,740.0,B,E,B,B,4,B,A,B,C,A,A,B,B,A,A,B,A,A,B,A,A,C,A,A,B
5816,2022,2,M,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,1,,,B,E,B,D,5,G,A,C,E,B,A,B,B,B,A,B,A,A,D,A,A,E,A,A,B
5817,2022,2,M,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1087.0,1056.0,1066.0,1078.0,550.8,530.3,510.4,735.1,0,1.0,580.0,F,G,D,D,5,L,B,D,E,C,A,B,B,B,A,B,B,B,C,A,B,E,A,C,B
5818,2022,2,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,508.4,523.6,501.7,469.2,1,1.0,660.0,H,D,C,B,3,C,A,B,B,A,A,B,A,A,A,B,A,A,A,A,A,C,A,B,A
5819,2022,3,M,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,598.4,663.9,630.8,708.2,0,1.0,860.0,B,E,C,B,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
5820,2022,1,M,1,3,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1087.0,1056.0,1066.0,1078.0,573.5,630.3,570.6,660.9,0,1.0,600.0,G,G,D,D,3,E,A,B,C,B,A,B,B,B,A,B,A,A,C,A,B,D,A,B,B
5821,2022,4,F,1,0,2,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,416.7,505.9,470.2,393.7,1,1.0,580.0,A,E,B,B,5,D,A,B,D,A,A,B,A,B,A,B,A,A,B,A,A,E,A,B,B
5822,2022,4,M,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,2.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1088.0,1058.0,1067.0,1077.0,466.5,546.9,488.8,425.8,1,1.0,720.0,B,C,C,B,4,C,A,C,E,C,A,B,B,B,B,B,A,A,C,A,B,E,A,B,B
5823,2022,3,M,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,501.1,626.7,587.8,509.2,0,1.0,760.0,E,D,C,B,3,D,A,C,C,A,A,B,B,B,A,B,A,A,B,A,A,D,A,A,B
5824,2022,3,M,1,1,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,692.6,728.3,741.9,879.2,0,1.0,880.0,F,G,E,E,3,P,B,C,D,B,A,B,B,B,A,B,A,B,C,A,B,D,B,D,B
5825,2022,3,M,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,0,,,C,E,C,B,5,B,A,B,C,B,A,B,B,A,A,B,A,B,B,B,A,D,B,B,B
5826,2022,2,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,0,,,D,F,D,D,3,H,A,B,C,C,B,B,B,B,A,B,A,A,B,A,B,D,A,B,B
5827,2022,2,F,1,2,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,457.1,427.0,428.1,467.3,1,1.0,680.0,D,C,A,B,4,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,A
5828,2022,3,M,1,1,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,443.5,506.7,521.9,534.4,1,1.0,460.0,E,G,B,D,4,H,A,C,D,C,A,B,B,B,A,B,A,B,C,A,A,E,A,B,B
5829,2022,3,F,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,495.8,540.8,502.1,444.9,0,1.0,600.0,G,E,D,B,4,I,A,B,D,B,A,B,B,B,A,B,A,A,C,A,B,E,A,C,B
5830,2022,3,M,1,3,1,2,0,2,2.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1088.0,1058.0,1067.0,1077.0,471.7,549.8,513.1,602.7,1,1.0,560.0,E,F,D,D,4,H,A,C,C,A,A,B,B,B,A,A,A,A,A,A,A,D,A,B,B
5831,2022,2,F,1,1,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,543.8,647.4,635.2,688.5,0,1.0,880.0,E,F,D,B,3,J,A,E,D,C,A,B,B,B,A,B,A,A,D,A,B,D,A,C,B
5832,2022,2,F,1,3,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,550.2,474.7,568.8,556.1,0,1.0,480.0,G,G,F,F,4,N,A,E,D,C,A,C,B,B,A,A,A,B,C,B,B,E,B,E,B
5833,2022,4,F,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,413.8,512.7,536.4,404.2,0,1.0,660.0,E,D,D,F,7,J,A,C,C,B,A,B,A,B,A,A,A,A,B,A,B,D,A,B,B
5834,2022,3,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,480.5,394.6,534.2,386.9,1,1.0,640.0,B,C,B,B,4,D,A,B,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B
5835,2022,2,M,1,1,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5217609,Planaltina,52,GO,1,1,1,1,1085.0,1057.0,1068.0,1075.0,434.0,453.1,519.0,623.7,0,1.0,800.0,G,G,D,D,4,M,D,D,D,B,A,B,C,C,A,B,A,B,E,A,B,E,A,C,B
5836,2022,3,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1087.0,1056.0,1066.0,1078.0,487.9,543.7,509.2,493.5,1,4.0,0.0,D,F,D,D,4,C,A,C,D,B,A,B,B,B,B,B,A,A,B,A,A,D,A,B,B
5837,2022,3,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1087.0,1056.0,1066.0,1078.0,394.4,488.7,472.5,409.5,0,8.0,0.0,H,H,F,F,5,C,A,B,D,B,A,B,B,B,B,B,A,B,B,B,A,E,B,B,B
5838,2022,3,M,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,571.4,570.1,570.3,550.5,0,1.0,620.0,E,E,C,D,3,E,A,B,C,A,A,B,A,B,A,A,A,A,B,A,B,D,A,B,B
5839,2022,2,M,1,3,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1088.0,1058.0,1067.0,1077.0,673.1,621.3,585.3,723.7,0,1.0,840.0,G,G,D,D,3,H,A,E,E,C,A,B,A,B,A,B,A,B,C,B,A,E,A,D,B
5840,2022,4,M,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,487.4,622.9,592.3,440.2,0,1.0,560.0,F,F,D,D,4,H,A,B,C,B,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B
5841,2022,4,M,1,1,1,2,0,2,,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,441.7,450.4,428.9,573.1,0,1.0,560.0,E,D,F,B,1,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,B
5842,2022,2,M,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,578.4,522.3,564.7,622.0,0,1.0,660.0,E,G,D,D,3,H,A,C,D,A,A,B,B,B,A,B,A,B,D,B,B,D,B,C,B
5843,2022,2,M,1,1,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1088.0,1058.0,1067.0,1077.0,628.5,599.5,620.0,748.2,0,1.0,760.0,G,G,E,E,3,P,C,E,D,C,A,C,B,B,B,B,A,B,D,A,B,D,B,D,B
5844,2022,4,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,0,,,E,E,C,D,4,H,A,C,D,B,A,B,B,B,A,B,A,B,B,A,A,E,A,A,B
5845,2022,3,M,1,2,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,516.1,490.1,478.8,486.9,0,1.0,680.0,E,E,C,E,4,J,A,C,C,B,A,B,B,B,A,B,A,A,B,A,B,D,A,B,B
5846,2022,3,M,1,2,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,4.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,601.1,553.7,502.3,493.6,1,1.0,600.0,G,G,D,D,4,M,A,B,C,C,A,B,A,B,A,B,A,B,C,A,B,E,B,B,B
5847,2022,2,F,1,1,1,2,0,3,2.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1087.0,1056.0,1066.0,1078.0,506.3,588.4,565.6,460.3,0,1.0,680.0,G,G,F,F,3,H,A,C,C,B,A,B,B,B,A,B,A,B,B,B,B,D,A,C,B
5848,2022,2,M,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,0,,,E,E,B,B,4,D,A,B,C,A,A,B,B,B,A,B,A,B,B,B,B,E,A,C,B
5849,2022,14,F,1,2,1,2,0,2,,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,1,1,0,,1057.0,1068.0,,,454.9,419.4,,1,1.0,480.0,A,A,B,B,2,B,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,A,A,B
5850,2022,3,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1188.0,1175.0,1179.0,1184.0,515.2,613.1,631.8,447.0,0,1.0,720.0,H,E,B,D,8,C,A,C,E,B,A,B,B,B,A,B,A,A,B,A,A,E,B,B,B
5851,2022,3,M,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,1,,,E,G,B,E,4,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,B,B,B
5852,2022,4,M,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1087.0,1056.0,1066.0,1078.0,612.6,593.0,569.9,750.1,0,1.0,640.0,F,G,D,E,2,B,A,B,C,A,A,B,A,B,A,A,A,A,C,A,A,C,B,C,B
5853,2022,2,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,1.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,389.7,527.0,513.8,583.0,1,1.0,780.0,B,E,C,B,4,D,A,B,C,B,A,B,B,A,A,A,A,A,B,A,A,D,A,A,B
5854,2022,3,M,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,2,2,0,,,,,,,,,0,,,D,E,D,B,6,C,A,C,D,B,A,B,B,B,B,B,A,A,B,B,A,A,A,B,B
5855,2022,3,M,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,491.9,484.7,495.4,484.5,1,1.0,560.0,B,E,B,D,6,C,A,C,D,A,A,B,B,B,A,B,A,A,C,A,B,D,A,B,B
5856,2022,2,F,1,3,1,2,0,3,1.0,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1086.0,1055.0,1065.0,1076.0,540.0,603.2,591.2,685.7,1,1.0,920.0,F,G,D,D,6,N,A,D,E,D,C,B,C,B,B,B,A,B,D,B,B,E,B,E,B
5857,2022,3,M,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,1.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,541.8,536.4,519.7,687.8,1,1.0,680.0,D,E,C,B,3,E,A,C,D,B,B,B,B,B,A,B,A,A,D,A,A,D,B,C,B
5858,2022,11,M,1,1,1,2,0,2,,0,5300108.0,Brasília,53.0,DF,4.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,0,,,D,D,B,B,4,B,A,B,C,A,B,B,A,B,A,B,A,A,B,A,A,C,B,B,B
5859,2022,3,F,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,1,1,0,,1055.0,1065.0,,,514.6,464.9,,1,6.0,0.0,C,E,B,B,4,C,A,B,C,B,A,B,A,B,A,B,A,A,B,A,B,D,A,A,B
5860,2022,2,F,1,3,2,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,0,0,0,0,,,,,,,,,1,,,D,F,B,A,3,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,B
5861,2022,2,F,1,1,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1087.0,1056.0,1066.0,1078.0,451.4,483.3,444.9,477.5,1,1.0,720.0,E,F,D,D,3,G,A,B,C,B,A,B,B,B,B,B,A,A,D,A,A,D,B,B,B
